"","Forest type","Species","Individual number","LT (mm)","LA (cm²)","SLA (cm2 g-1)","LDMC (g g-1)","LTD (g cm-3)","TDMC (g g-1)","TTD (g cm-3)","BT (mm)","BDMC (g g-1)","BTD (g cm-3)","SDMC (g g-1)","STD (g cm-3)","LC (mg g-1)","LN (mg g-1)","LP (mg g-1)","LCN","LCP","LNP","TC (mg g-1)","TN (mg g-1)","TP (mg g-1)","TCN","TCP","TNP","BC (mg g-1)","BN (mg g-1)","BP (mg g-1)","BCN","BCP","BNP","SC (mg g-1)","SN (mg g-1)","SP (mg g-1)","SCN","SCP","SNP"
"52",NA,NA,2,0.3585,18.17715,180.867164179104,0.391050583657588,0.308447394705411,0.65929203539823,0.748743718592965,"1.172","0.696498054474708","0.785087719298246","0.612121212121212","0.610271903323263",453.69,20.54,1.19096895578551,22.0881207400195,380.94191943128,17.2464612954187,465.08,2.26,0.427767354596623,205.787610619469,1087.22649122807,5.28324561403509,"530.61","3.49","0.301275760549558","152.037249283668","1761.21039087948","11.5840716612378","447.52","3.06","0.286248830682881","146.248366013072","1563.39503267974","10.69"
"53",NA,NA,3,0.35,16.93765,142.333193277311,0.425,0.401472459284493,0.612121212121212,0.716312056737589,"3.258","0.636956521739131","0.604123711340206","0.618055555555556","0.654411764705882",475.94,14.58,1.13039399624765,32.6433470507545,421.0390373444,12.8981576763486,458.83,2.37,0.444336882865441,193.599156118143,1032.61740740741,5.3337908496732,"480.85","5.12","0.476540938362465","93.916015625","1009.04237451738","10.7440926640927","458.56","1.69","0.256120527306968","271.337278106509","1790.40705882353","6.59845588235294"
"54",NA,NA,4,0.2645,14.9399,199.198666666667,0.395778364116095,0.379592735207458,0.648967551622419,0.771929824561404,"1.548","0.580645161290323","0.517985611510791","0.685643564356436","0.723237597911227",466.91,14.24,0.979166666666667,32.7886235955056,476.844255319149,14.5429787234042,458.23,1.76,0.341959334565619,260.357954545455,1340.01313513514,5.14681081081081,"491.34","4.63","0.435071090047393","106.120950323974","1129.33267973856","10.6419389978214","456.83","1.44","0.225461613216715","317.243055555556","2026.19857758621","6.38689655172414"
"55",NA,NA,5,0.4195,16.34155,131.786693548387,0.414023372287145,0.361764934270065,0.471337579617834,0.632478632478633,"1.674","0.60337552742616","0.62719298245614","0.64021164021164","0.672222222222222",485.55,18.96,1.34883720930233,25.6091772151899,359.97672413793,14.0565517241379,459.7,6.52,1.15142857142857,70.5061349693251,399.24317617866,5.66253101736973,"498.52","5.41","0.565862708719852","92.1478743068392","880.991081967212","9.56062295081967","459.13","1.71","0.300185873605948","268.497076023392","1529.48569659443","5.69647058823529"
"56",NA,"Choerospondias axillaris",1,0.4545,20.0057,145.496,0.388418079096045,0.302444056469209,0.430493273542601,0.360902255639098,"6.656","0.366817155756208","0.33470648815654","0.302882815424934","0.310437452033768",441.11,21.39,1.23716153127918,20.6222533894343,356.550045283018,17.2895773584905,449.87,4.21,0.844230769230769,106.857482185273,532.87562642369,4.98678815489749,"467.4","5.63","0.777163904235727","83.0195381882771","601.417535545024","7.24428909952607","452.9","3.43","0.5537109375","132.040816326531","817.935802469136","6.19456790123457"
"57",NA,NA,2,0.3775,23.0754,167.821090909091,0.352564102564103,0.315694124995473,0.448979591836735,0.397111913357401,"4.076","0.325970149253731","0.314878892733564","0.313574826198317","0.333074232413525",428.22,22.97,1.34130634774609,18.6425772747061,319.255925925926,17.1250960219479,452.28,3.55,0.753234750462107,127.402816901408,600.450257668712,4.71300613496933,"456.46","5.64","0.650898770104068","80.9326241134752","701.27648255814","8.66494186046512","450.01","3.9","0.634011090573013","115.387179487179","709.782536443149","6.15131195335277"
"58",NA,NA,3,0.3335,17.16495,167.462926829268,0.382462686567164,0.358109201409362,0.392086330935252,0.312320916905444,"3.616","0.357348703170029","0.33695652173913","0.393586005830904","0.404191616766467",447.51,20.16,1.07655502392345,22.1979166666667,415.687066666665,18.7263999999999,451.05,3.36,0.475644699140401,134.241071428571,948.29186746988,7.06409638554217,"470.6","6.39","0.507762557077625","73.6463223787167","926.811151079138","12.5846223021583","452.26","2.01","0.252132701421801","225.004975124378","1793.73796992481","7.97199248120301"
"59",NA,NA,4,0.3625,19.62345,180.031651376147,0.377816291161179,0.30645952181947,0.49492385786802,0.40041067761807,"7.354","0.499408284023669","0.427991886409736","0.505190311418685","0.514084507042254",440.71,16.01,1.05389797882579,27.527170518426,418.171406392696,15.1912237442923,465,3.05,0.595724907063197,152.459016393443,780.561622464899,5.1198127925117,"471.36","3.82","0.373953488372093","123.392670157068","1260.4776119403","10.2151741293532","454.44","2.88","0.414189837008629","157.791666666667","1097.17805555556","6.95333333333333"
"60",NA,NA,5,0.3375,20.9303,129.599380804954,0.425,0.457249555446906,0.552631578947368,0.410614525139665,"6.436","0.475572519083969","0.435055865921788","0.540229885057471","0.573170731707317",457.38,18.64,1.10468319559229,24.5375536480687,414.037256857854,16.8736159600997,466.66,2.68,0.343719571567673,174.126865671642,1357.67654390935,7.7970538243626,"469.52","3.66","0.371698113207547","128.284153005464","1263.17563451777","9.84670050761422","457.41","2.55","0.329446064139942","179.376470588235","1388.42150442478","7.74026548672566"
"61",NA,"Cryptomeria fortunei",1,1.1205,0.21495,52.4268292682927,0.518987341772152,1.70229391370761,0.471143756558237,0.548899755501222,"3.34","0.420100502512563","0.305555555555556","0.337694194603434","0.38134810710988",502.72,7.49,0.590867579908676,67.1188251001335,850.816692426584,12.6762751159196,482.03,1.23,0.339943342776204,391.894308943089,1417.97158333333,3.61825,"485.84","4.27","0.437258687258687","113.779859484778","1111.10428256071","9.76538631346579","482.38","1.02","0.168615984405458","472.921568627451","2860.82011560694","6.0492485549133"
"62",NA,NA,2,1.0695,0.22273,69.603125,0.463768115942029,1.34335399852571,0.500878734622144,0.61822125813449,"4.892","0.403166869671133","0.290478279947345","0.32009484291642","0.336029869321718",507.5,10.52,0.6357421875,48.2414448669202,798.279569892473,16.5475883256528,482.6,1.08,0.325471698113208,446.851851851852,1482.77101449275,3.31826086956521,"475.54","4.35","0.455756422454805","109.319540229885","1043.40822546973","9.54457202505219","481.82","1.12","0.158357771260997","430.196428571429","3042.60407407408","7.0725925925926"
"63",NA,NA,3,0.8915,0.16433,82.165,0.454545454545455,1.36518589616894,0.497326203208556,0.528409090909091,"3.082","0.467048710601719","0.306390977443609","0.365330848089469","0.369462770970782",500.07,11.22,0.783010156971376,44.5695187165775,638.650719339622,14.3293160377358,481.37,1.71,0.353166986564299,281.502923976608,1363.00961956522,4.84190217391305,"476.57","4.78","0.536355051935789","99.7008368200837","888.534559859154","8.91200704225351","484.97","0.96","0.149812734082397","505.177083333333","3237.17475","6.408"
"64",NA,NA,4,1.0275,0.19005,76.02,0.43859649122807,1.28023679259716,0.52,0.593607305936073,"3.498","0.473684210526316","0.318284424379233","0.305555555555556","0.278089887640449",491.69,11.08,0.75,44.3763537906137,655.586666666667,14.7733333333333,480.23,1.42,0.349904397705545,338.19014084507,1372.4606010929,4.05825136612022,"490.08","5.54","0.527065527065527","88.4620938628159","929.82745945946","10.511027027027","478.2","1.29","0.208661417322835","370.697674418605","2291.75094339622","6.18226415094339"
"65",NA,NA,5,1,0.2556,88.1379310344828,0.46031746031746,1.13458528951487,0.596153846153846,0.628378378378378,"2.854","0.443181818181818","0.293233082706767","0.316752011704462","0.326546003016591",487.51,7.58,0.649905123339659,64.3153034300792,750.124875912408,11.6632408759124,479.47,1.17,0.315442561205273,409.803418803419,1519.99146268657,3.70907462686567,"480.81","4.11","0.56572541382668","116.985401459854","849.899948364888","7.26500860585197","484.29","1.08","0.187385740402194","448.416666666667","2584.45492682927","5.76351219512194"
"66",NA,"Cunninghamia lanceolata",1,0.398,1.04642,60.1390804597701,0.483333333333333,2.08896011949428,0.445848375451263,0.495983935742972,"11.858","0.491835724888669","0.226269064420669","0.282026768642447","0.282567049808429",451.88,7.05,0.684551341350601,64.0964539007092,660.111189189189,10.2987162162162,482.16,1.16,0.181226765799256,415.655172413793,2660.53415384616,6.40082051282053,"489.34","2.58","0.363894139886578","189.666666666667","1344.73174025974","7.08997402597404","482.2","1.47","0.192771084337349","328.027210884354","2501.41250000001","7.62562500000002"
"67",NA,NA,2,0.5615,1.35448,54.6161290322581,0.478764478764479,1.63041937594594,0.426829268292683,0.454545454545455,"16.874","0.583845478489903","0.161879259980526","0.405797101449275","0.314606741573034",485.5,5.75,0.534450651769088,84.4347826086957,908.409407665504,10.7587108013937,486.61,1.43,0.193755739210285,340.286713286713,2511.46109004739,7.38042654028435,"490.88","3.36","0.321362799263352","146.095238095238","1527.49478510029","10.4554727793696","475.57","1.77","0.187919463087248","268.683615819209","2530.71178571429","9.41892857142859"
"68",NA,NA,3,0.681,0.6669,54.6639344262295,0.458646616541353,1.34314223501951,0.397260273972603,0.432835820895522,"5.556","0.431499460625674","0.171159606332905","0.306838106370544","0.318181818181818",461.33,7.29,0.613614573346117,63.2825788751715,751.823734375,11.880421875,484.41,1.55,0.245392822502425,312.522580645161,1974.01861660079,6.31640316205533,"479.06","3.6","0.445362718089991","133.072222222222","1075.66255670103","8.08329896907216","482.1","0.88","0.113461538461538","547.840909090909","4249.01694915256","7.75593220338986"
"69",NA,NA,4,0.6515,1.3332,57.4655172413793,0.469635627530364,1.33551344390003,0.438388625592417,0.468354430379747,"6.682","0.516936671575847","0.209677419354839","0.378466557911909","0.355828220858896",487.47,6.75,0.601877934272301,72.2177777777778,809.915054602183,11.2148985959438,481.88,1.17,0.196834817012859,411.863247863248,2448.14412060301,5.94407035175878,"494.24","3.19","0.339113680154143","154.934169278997","1457.44636363636","9.40687499999999","481.32","1.01","0.121067683508103","476.554455445545","3975.6274015748","8.34244094488189"
"70",NA,NA,5,0.4635,1.42466,71.9525252525253,0.4125,1.49925057915368,0.471887550200803,0.519911504424779,"6.856","0.44559585492228","0.193693693693694","0.352459016393443","0.366737739872068",449.35,8.23,0.658715596330275,54.5990279465371,682.16086350975,12.4940111420613,485.22,1.37,0.174119885823026,354.175182481752,2786.7006557377,7.86814207650272,"492.19","4.54","0.407191448007775","108.411894273128","1208.74346062052","11.1495465393795","490.55","1.43","0.1278748850046","343.041958041958","3836.17158273381","11.1828057553957"
"71",NA,"Cyclobalanopsis glauca",1,0.5205,28.95165,75.004274611399,0.55261274158912,0.512298691478487,0.59746835443038,0.686046511627907,"3.592","0.657306955966816","0.711325966850829","0.682758620689655","0.753424657534247",455.59,12.8,0.665354330708661,35.59296875,684.732899408285,19.2378698224852,460.14,5.57,0.39134524929445,82.6104129263914,1175.79043269231,14.2329567307692,"457.79","5.01","0.26453488372093","91.375249500998","1730.54681318681","18.9389010989011","456.8","2.82","0.195906432748538","161.985815602837","2331.72537313433","14.3946268656716"
"72",NA,NA,2,0.5105,29.1366,80.4878453038674,0.535899333826795,0.486747744722564,0.554430379746836,0.625714285714286,"9.978","0.673607748184019","0.751485683414371","0.662942271880819","0.770562770562771",452.1,14.32,0.728045325779037,31.5712290502793,620.977821011673,19.6691050583658,461.71,6.24,0.537892791127542,73.9919871794872,858.368075601374,11.600824742268,"457.25","4.94","0.269565217391304","92.5607287449393","1696.25","18.3258064516129","459.83","2.25","0.152087475149105","204.368888888889","3023.45738562092","14.7941176470589"
"73",NA,NA,3,0.589,25.35245,68.5201351351351,0.567484662576687,0.495560280469841,0.577617328519856,0.680851063829787,"9.53","0.647758825862753","0.714035854831657","0.577514792899408","0.663945578231293",460.2,13.86,0.708683473389356,33.2034632034632,649.373122529644,19.5573913043478,464.08,5.44,0.446064139941691,85.3088235294118,1040.38849673203,12.1955555555556,"460.87","4.66","0.295992714025501","98.8991416309013","1557.03156923077","15.7436307692308","458.26","2.59","0.183864915572233","176.934362934363","2492.37326530612","14.0864285714285"
"74",NA,NA,4,0.4365,30.90965,73.6821215733015,0.550886408404465,0.62184711722229,0.582132564841498,0.687074829931973,"2.572","0.623263888888889","0.656307129798903","0.668953687821612","0.717571297148114",458.08,11.86,0.683864915572233,38.6239460370995,669.839890260631,17.3426063100137,462.22,4.36,0.373737373737374,106.01376146789,1236.75081081081,11.6659459459459,"442.7","4.92","0.296187683284457","89.979674796748","1494.66039603961","16.6110891089109","459.02","2.11","0.133709981167608","217.545023696682","3432.9523943662","15.7804225352113"
"75",NA,NA,5,0.4255,26.56225,87.2323481116585,0.528187337380746,0.538831365679046,0.562929061784897,0.643979057591623,"2.1","0.575","0.646067415730337","0.577548005908419","0.666098807495741",439.4,13.23,0.815814850530376,33.2123960695389,538.602600472813,16.216914893617,457.89,5.04,0.620241411327762,90.8511904761905,738.244805389222,8.12586826347306,"453.12","5.3","0.399038461538462","85.4943396226415","1135.52963855422","13.2819277108434","459.62","2.89","0.306142034548944","159.038062283737","1501.32927899687","9.44006269592477"
"76",NA,"Cyclobalanopsis sessilifolia",1,0.5255,15.17305,78.821038961039,0.49935149156939,0.482853206940591,0.574074074074074,0.704545454545455,"3.786","0.649373881932022","0.726","0.586507072905332","0.718666666666667",480.82,15.54,0.620656370656371,30.9407979407979,774.69598755832,25.0380093312597,462,5.93,0.74601686972821,77.9089376053963,619.288944723618,7.94888190954774,"461.86","5.23","0.211466165413534","88.3097514340344","2184.08462222222","24.7320888888889","461.02","3.12","0.326045627376426","147.76282051282","1413.97387755102","9.56921282798833"
"77",NA,NA,2,0.4155,30.3962,179.859171597633,0.514459665144597,0.267624814175938,0.592920353982301,0.705263157894737,"1.74","0.624454148471616","0.657471264367816","0.637254901960784","0.752066115702479",479.31,15.4,0.718934911242604,31.124025974026,666.694567901234,21.4205761316872,461.7,3.73,0.590865842055186,123.780160857909,781.395652173912,6.31276972624798,"467.54","5.02","0.245810055865922","93.1354581673307","1902.03772727273","20.4222727272727","459.09","2.37","0.296786389413989","193.708860759494","1546.87012738853","7.98554140127388"
"78",NA,NA,3,0.4425,14.9477,100.657912457912,0.49748743718593,0.449023221417319,0.624137931034483,0.718253968253968,"1.098","0.631944444444444","0.572327044025157","0.663461538461538","0.775280898876404",477.31,15.92,0.636194029850746,29.981783919598,750.258533724341,25.0238123167156,465.71,3.26,0.55009633911368,142.855828220859,846.597162872154,5.92623467600701,"503.8","7.25","0.283018867924528","69.4896551724138","1780.09333333334","25.6166666666667","462.42","2.23","0.234463276836158","207.363228699552","1972.24915662651","9.51108433734941"
"79",NA,NA,4,0.443,18.50645,97.9177248677249,0.510810810810811,0.461067972354242,0.619195046439629,0.72992700729927,"1.826","0.601036269430052","0.563106796116505","0.620041753653445","0.73697270471464",473.71,15.2,0.511029411764706,31.1651315789474,926.972086330935,29.7438848920863,464.03,2.69,0.460271317829457,172.501858736059,1008.16623157895,5.84437894736843,"466.48","5.98","0.265172735760971","78.0066889632107","1759.15521126761","22.551338028169","459.12","2.47","0.221574344023324","185.878542510121","2072.08105263158","11.1475"
"80",NA,NA,5,0.4065,17.13925,104.827217125382,0.487332339791356,0.469348451233539,0.603351955307262,0.724832214765101,"1.402","0.601123595505618","0.569148936170213","0.661728395061728","0.754929577464789",477.36,15.9,0.513744075829384,30.022641509434,929.178597785977,30.9492619926199,464.35,3.17,0.477162293488824,146.482649842271,973.148981670061,6.64344195519348,"465.99","6.29","0.269121813031162","74.0842607313195","1731.5207368421","23.3723157894736","456.4","2.43","0.208059981255858","187.818930041152","2193.59819819819","11.6793243243243"
"81",NA,"Cyclobalanopsis stewardiana",1,0.2355,16.9069,98.0110144927536,0.48936170212766,0.866491286318747,0.58765778401122,0.650621118012422,"6.526","0.612880396319887","0.662586074980872","0.54510556621881","0.605543710021322",484.69,16.13,0.72108843537415,30.0489770613763,672.164433962264,22.3689622641509,467.49,4.26,0.50278293135436,109.739436619718,929.804833948339,8.47284132841328,"465.17","5.28","0.446583253128008","88.1003787878788","1041.61989224138","11.8231034482759","463.84","3.25","0.431796801505174","142.72","1074.20897603486","7.52668845315904"
"82",NA,NA,2,0.249,12.43765,94.2246212121212,0.46643109540636,0.852444765575026,0.550224887556222,0.591935483870968,"2.686","0.534722222222222","0.572490706319703","0.616","0.673224043715847",489.66,15.53,0.962085308056872,31.5299420476497,508.956945812808,16.1420197044335,472.56,2.93,0.603219696969697,161.283276450512,783.396169544741,4.85726844583987,"485.05","7.46","0.532118887823586","65.0201072386059","911.544414414414","14.0194234234234","468.68","2.36","0.311284046692607","198.593220338983","1505.6345","7.5815"
